target,feature,n,rho,p
d_A2_A1,house_diff,150,-0.12263979364856692,0.13488593147534492
d_A2_A1,q_min,150,-0.12174857936445206,0.1377658094599929
d_A2_A1,n_back_house,150,0.11684446883947487,0.15445872801232688
d_A2_A1,counting_op,150,-0.11163398188094188,0.1738143920879401
d_A2_A1,best_type_margin,150,0.1075025142855895,0.1903936827743606
d_A2_A1,rho_cluster,149,0.10319485375221348,0.2104271896915442
d_A2_A1,n_cand,150,0.1020601168770284,0.2139535798625662
d_A2_A1,n_cand_ct,150,0.1020601168770284,0.2139535798625662
d_A2_A1,largest_frac,150,0.09893575684402489,0.22838411910893266
d_A2_A1,n_stones,150,0.0987887608851452,0.2290795542105398
d_A2_A1,n_types,150,0.09688839905932693,0.238204648936247
d_A2_A1,mean_nn_dist,150,0.09348044777371925,0.25519863860333314
d_A2_A1,rep_q_max,150,0.09313297174492641,0.2569770759492163
d_A2_A1,K_clusters,150,0.09206745083062194,0.262483589090353
d_A2_A1,n_house,150,0.0875881644657763,0.28651066882727066
d_A2_A1,house_density,150,0.0875881644657763,0.28651066882727066
d_A2_A1,house_mean_nn_dist,149,0.08414615886723495,0.3075884682270322
d_A2_A1,no1_no2_gap,149,0.0809393637432561,0.32645406293374707
d_A2_A1,rho_cluster_risk_l0.5,149,0.07697207986324682,0.35080124271342866
d_A2_A1,frac_guard,150,-0.06980274824308935,0.39599824402469164
d_A2_A1,q_median,150,-0.06858220784211964,0.40433006880678446
d_A2_A1,frac_draw,150,-0.06705235732585389,0.41491864804478257
d_A2_A1,lookahead_gain_best,150,-0.06130770008666124,0.456100627957409
d_A2_A1,n_front_house,150,0.059351846618133246,0.47062400755794037
d_A2_A1,q_gap12,150,0.05821634326925493,0.4791703572094531
d_A2_A1,q_mean,150,-0.055799399601582624,0.4976372884970591
d_A2_A1,md_rep_q_max,150,-0.05177388978633236,0.5292078253799922
d_A2_A1,n_my,150,0.04905532382791997,0.5510846147406502
d_A2_A1,topk_overlap_l0.5,150,0.044858216766804564,0.5857003955070677
d_A2_A1,n_my_house,150,0.031337344413609296,0.7034367337966512
d_A2_A1,n_within_0.61,150,0.029268895723692304,0.7221800409269661
d_A2_A1,best_cluster_rank,150,-0.025215521101295355,0.7593830586200732
d_A2_A1,best_is_rep,150,0.023084607404605353,0.7791708124988851
d_A2_A1,mean_cluster_size,150,0.02212425933689843,0.7881360202075496
d_A2_A1,q_iqr,150,0.018119868998906136,0.8258059274687817
d_A2_A1,min_pair_dist,150,-0.016896349914422484,0.8373996953005325
d_A2_A1,between_range_q,150,0.011914991233840122,0.8849377742145744
d_A2_A1,n_within_1.22,150,0.0046781160537268714,0.9546917713139288
d_A9P5_A1,n_back_house,150,0.1740715318234314,0.03313944207623523
d_A9P5_A1,best_cluster_size,150,0.1738744372732919,0.033342039617593806
d_A9P5_A1,lookahead_gain_mean,150,-0.17214153840753085,0.035168900386444046
d_A9P5_A1,counting_my,150,0.16235810280862822,0.04714126203024802
d_A9P5_A1,n_op_house,150,0.16163983787103708,0.04814010585277527
d_A9P5_A1,frac_hit,150,0.15775259677887074,0.05385585300597067
d_A9P5_A1,counting_op,150,-0.14865665266162695,0.06944167501891185
d_A9P5_A1,house_diff,150,-0.1444545689182054,0.077788872245131
