target,feature,n,rho,p
d_A9P5_A1,md_rep_q_max,200,0.025789669925258916,0.7169819892700289
d_A9P5_A1,rep_q_max,200,-0.025280771996564335,0.72233494231502
d_A9P5_A1,n_my,200,0.025267352356255535,0.7224762837660246
d_A9P5_A1,rho_cand,198,-0.022799291204717215,0.7498594745232998
d_A9P5_A1,qadj_star_l0.5,200,0.022464391881781984,0.752197581523307
d_A9P5_A1,size_entropy_norm,200,-0.022190649044960282,0.7551206849273758
d_A9P5_A1,q_2nd,200,0.019433373922838483,0.7847513162899064
d_A9P5_A1,q_star,200,0.01922465522111359,0.7870075358534554
d_A9P5_A1,q_star_minus_median,200,0.01859482725793523,0.7938265779931325
d_A9P5_A1,q_median,200,0.01714660735859518,0.8095648600082099
d_A9P5_A1,n_types_near_best_050,200,0.016015862263465103,0.8219067464808045
d_A9P5_A1,q_range,200,0.014037745024331336,0.843601340604841
d_A9P5_A1,n_my_house,200,0.013345924072392691,0.8512175154501463
d_A9P5_A1,between_range_q,200,0.013305460743914107,0.85166340524209
d_A9P5_A1,q_iqr,200,0.012895215840410356,0.8561867745982472
d_A9P5_A1,n_near_best_050,200,-0.010262526798684595,0.885320324020161
d_A9P5_A1,rho_gain_sd,198,-0.01012201764893018,0.8874502828017548
d_A9P5_A1,q_mean,200,0.007713655783791542,0.9136741083873285
d_A9P5_A1,n_front_house,200,0.0066804612178968,0.9252006245285496
d_A9P5_A1,q_min,200,-6.994130963668787e-05,0.9992157437326066
d_A9P5_A2,md_screen_loss,200,-0.41356806758158293,1.1520031702286532e-09
d_A9P5_A2,best_cluster_size,200,-0.2906637001250001,2.9753591692600333e-05
d_A9P5_A2,true_top_cluster_selected,200,-0.2637847737927941,0.00016054531395318878
d_A9P5_A2,best_cluster_selected,200,-0.21836467439708684,0.0018940544702864689
d_A9P5_A2,rho_cand,198,-0.18025577067435863,0.011046817073246612
d_A9P5_A2,rho_gain_sd,198,0.1787961272756776,0.011725583795198542
d_A9P5_A2,q_star,200,-0.17872173818656387,0.011338670453152237
d_A9P5_A2,qadj_star_l0.5,200,-0.17221661891838272,0.01474868447968306
d_A9P5_A2,q_range,200,-0.16899188331028817,0.01674968738574457
d_A9P5_A2,q_2nd,200,-0.1665191912127076,0.018440426625171716
d_A9P5_A2,rho_cand_risk_l0.5,198,-0.16294939838408873,0.021805673157924827
d_A9P5_A2,type_purity,200,0.16190620581661702,0.021993462079885465
